state	account_length	area_code	phone_number	international_plan	voice_mail_plan	number_vmail_messages	total_day_minutes	total_day_calls	total_day_charge	total_eve_minutes	total_eve_calls	total_eve_charge	total_night_minutes	total_night_calls	total_night_charge	total_intl_minutes	total_intl_calls	total_intl_charge	number_customer_service_calls	class
WY	94	408	344-4022	0	0	0	207	109	35.19	167.4	80	14.23	238.2	117	10.72	2.6	6	0.7	1	0
FL	85	408	415-6601	0	1	33	207.9	95	35.34	233.5	88	19.85	221.3	92	9.96	13.5	3	3.65	1	0
NC	210	415	363-7802	0	1	31	313.8	87	53.35	147.7	103	12.55	192.7	97	8.67	10.1	7	2.73	3	0
IN	88	415	408-4870	1	1	25	288.5	114	49.05	203.4	74	17.29	228.4	117	10.28	13	5	3.51	1	0
IA	100	408	378-9478	0	0	0	210.9	85	35.85	329.3	69	27.99	127.1	78	5.72	9.4	5	2.54	4	0
WV	154	408	401-4778	0	1	35	64.9	76	11.03	184.1	91	15.65	151.6	75	6.82	14.6	1	3.94	1	0
GA	18	408	394-6382	0	0	0	197	97	33.49	203.7	107	17.31	202	105	9.09	8.7	3	2.35	3	0
AK	126	415	333-5295	0	1	31	278	88	47.26	253.2	65	21.52	223.2	114	10.04	8.7	4	2.35	0	0
UT	144	510	370-2451	0	1	37	219.9	102	37.38	222.1	77	18.88	118.5	111	5.33	10	4	2.7	1	0
MS	29	510	401-6982	0	0	0	313.2	103	53.24	216.3	151	18.39	218.4	106	9.83	12.8	4	3.46	2	1
AR	86	408	329-8115	0	1	16	145.7	88	24.77	191	129	16.24	215.5	82	9.7	11.3	7	3.05	0	0
AK	138	415	340-3409	0	1	37	75.8	102	12.89	173.6	147	14.76	162.6	96	7.32	8.2	13	2.21	0	0
AK	146	415	397-5911	0	0	0	195.9	86	33.3	228.6	82	19.43	303.5	94	13.66	12.2	4	3.29	3	0
GA	74	510	340-8245	0	1	31	249.4	70	42.4	209.5	59	17.81	180.6	75	8.13	9.9	2	2.67	4	0
NV	105	415	376-4540	1	0	0	228.4	100	38.83	145.1	108	12.33	245.3	140	11.04	7.7	7	2.08	0	0
VT	157	510	361-5936	0	0	0	168.6	71	28.66	205.1	48	17.43	175.8	88	7.91	5.9	2	1.59	3	0
TN	68	415	356-1582	0	0	0	178.7	61	30.38	252.3	84	21.45	255.7	76	11.51	8.4	4	2.27	1	0
OR	80	415	375-4900	0	0	0	113.2	86	19.24	185.5	97	15.77	237.3	145	10.68	9.5	5	2.57	1	0
NC	107	415	376-4035	0	1	38	204.2	57	34.71	205.9	92	17.5	286.5	80	12.89	8.3	4	2.24	0	0
CO	140	415	344-5206	0	0	0	149.7	71	25.45	212.5	97	18.06	245.9	67	11.07	12.6	4	3.4	3	0
AR	98	415	328-7833	0	0	0	227.1	116	38.61	120.5	103	10.24	117	102	5.27	4.7	4	1.27	5	1
PA	114	415	417-4266	0	0	0	155.3	75	26.4	169.9	87	14.44	207	133	9.32	12.6	5	3.4	2	0
MS	98	415	336-7155	1	1	23	245.5	54	41.74	292.7	83	24.88	184	90	8.28	10.8	7	2.92	1	0
OR	69	408	375-9180	0	0	0	196.1	87	33.34	236.8	66	20.13	182.3	75	8.2	11.9	1	3.21	0	0
NJ	59	510	347-5354	1	1	31	225	78	38.25	191.3	79	16.26	226.7	79	10.2	9.1	3	2.46	1	0
WV	59	510	362-9391	0	0	0	189.7	100	32.25	115.9	133	9.85	220.6	115	9.93	7.4	4	2	0	0
OR	190	415	386-8984	0	0	0	142.9	96	24.29	177.9	96	15.12	113.3	117	5.1	6.6	4	1.78	0	0
MO	136	415	358-1329	0	0	0	92.4	109	15.71	219	115	18.62	212.6	80	9.57	12.9	4	3.48	2	0
FL	106	510	389-6955	0	0	0	159.6	94	27.13	276.8	118	23.53	223.5	65	10.06	8.8	3	2.38	0	0
WV	129	415	349-4979	0	0	0	159.1	100	27.05	202.5	90	17.21	233.1	96	10.49	11.5	6	3.11	2	0
IN	205	510	361-5864	0	0	0	49.9	123	8.48	150.7	81	12.81	188.2	67	8.47	10.1	4	2.73	2	0
NE	123	415	330-6208	0	0	0	150	98	25.5	89.8	95	7.63	326	91	14.67	11.1	3	3	3	0
MI	61	415	349-5617	0	1	33	270.7	53	46.02	200.7	116	17.06	201.7	102	9.08	10.9	3	2.94	3	0
IL	71	415	397-8051	0	0	0	207	112	35.19	173.8	96	14.77	178.4	61	8.03	12.1	3	3.27	1	0
UT	4	510	413-6346	1	0	0	145.3	89	24.7	303.8	93	25.82	206.1	82	9.27	8.9	4	2.4	0	0
IL	148	408	395-9270	0	1	25	230.7	102	39.22	233.8	109	19.87	215.8	90	9.71	13.5	2	3.65	3	0
MD	160	415	348-3338	0	0	0	256	111	43.52	187.4	61	15.93	119.1	81	5.36	11.5	4	3.11	3	0
VA	43	408	387-5411	0	1	35	200.2	105	34.03	244.4	88	20.77	207.2	97	9.32	11.6	4	3.13	3	0
MT	42	415	378-7872	0	0	0	150.7	52	25.62	246.7	96	20.97	103.8	118	4.67	7	4	1.89	2	0
CT	135	415	389-6037	1	0	0	186	107	31.62	66	94	5.61	213.1	105	9.59	12.9	4	3.48	1	0
WV	106	510	347-9738	0	0	0	194.8	133	33.12	213.4	73	18.14	190.8	92	8.59	11.5	7	3.11	0	0
MO	83	415	380-6074	0	1	30	272.5	105	46.33	253	83	21.51	180.8	123	8.14	8.7	6	2.35	3	0
ND	110	415	338-4307	0	0	0	135.1	109	22.97	205.2	99	17.44	166.3	119	7.48	11.7	4	3.16	1	0
AR	153	408	339-3636	0	0	0	154.6	56	26.28	263	84	22.36	367.7	89	16.55	15.5	2	4.19	1	0
GA	109	510	328-9315	0	1	35	230.5	116	39.19	265.8	130	22.59	269.7	69	12.14	10.6	6	2.86	5	0
FL	31	510	402-3634	0	0	0	165.4	84	28.12	203.7	107	17.31	201.7	65	9.08	8.2	1	2.21	1	0
AZ	124	415	360-1406	0	0	0	253.5	104	43.1	117.9	123	10.02	248.5	104	11.18	14	2	3.78	0	0
NY	82	415	356-5475	0	0	0	167.1	77	28.41	131.8	79	11.2	187.4	98	8.43	9.4	1	2.54	6	1
KY	122	415	363-9969	0	0	0	168.3	96	28.61	87.6	91	7.45	247.2	87	11.12	8.4	6	2.27	1	0
IN	69	510	348-1592	0	0	0	135.4	101	23.02	238.1	124	20.24	195.6	102	8.8	10.6	2	2.86	1	0
IN	46	415	368-9751	0	1	34	191.4	102	32.54	361.8	96	30.75	147.5	132	6.64	7.2	2	1.94	1	0
FL	103	415	380-6413	0	0	0	158.7	90	26.98	198.4	117	16.86	181.1	76	8.15	10.5	4	2.84	1	0
NM	16	510	367-9259	0	0	0	144.8	84	24.62	164.9	141	14.02	231.5	75	10.42	8.2	4	2.21	2	0
AL	119	415	404-8765	0	0	0	98.8	97	16.8	146.9	68	12.49	190.7	105	8.58	10	4	2.7	3	0
MN	124	510	371-6284	1	0	0	157.8	71	26.83	203.2	114	17.27	168.7	82	7.59	10	2	2.7	3	1
KS	67	510	366-4426	0	0	0	129	78	21.93	188	116	15.98	235	102	10.58	11.2	3	3.02	2	0
WV	84	408	354-4752	0	0	0	86	83	14.62	260.7	86	22.16	98.6	109	4.44	8.9	4	2.4	1	0
ID	101	510	406-4768	0	1	17	193.9	71	32.96	189.8	81	16.13	196.3	97	8.83	12.6	7	3.4	0	0
LA	40	510	367-9257	0	0	0	109.4	107	18.6	244.7	102	20.8	276.9	123	12.46	7.1	7	1.92	0	0
MI	61	415	342-8348	0	0	0	188.9	105	32.11	153.6	116	13.06	213.3	106	9.6	10.2	2	2.75	2	0
CA	95	415	341-3270	0	0	0	183.4	98	31.18	281.3	95	23.91	105.2	113	4.73	8.2	8	2.21	1	0
LA	114	415	356-8982	0	0	0	169.2	96	28.76	149.9	83	12.74	196.9	119	8.86	4.6	4	1.24	2	0
IL	68	415	340-6908	1	1	29	195.5	113	33.24	171.6	96	14.59	204	85	9.18	13.5	9	3.65	1	1
CT	22	408	345-2401	0	0	0	207.7	116	35.31	210.6	99	17.9	238.2	88	10.72	9.6	5	2.59	0	0
PA	176	415	422-5264	0	0	0	169.5	151	28.82	112.9	84	9.6	56.6	99	2.55	8.7	4	2.35	0	0
VA	118	408	404-2877	0	0	0	154.8	71	26.32	244	73	20.74	159.6	81	7.18	12.8	4	3.46	0	0
MO	101	415	417-7913	1	0	0	133.5	51	22.7	219.6	96	18.67	210	74	9.45	11.7	4	3.16	1	0
MT	102	408	399-2457	0	0	0	273.2	85	46.44	211.1	82	17.94	203.7	129	9.17	13.1	7	3.54	2	1
FL	105	415	358-2490	0	0	0	273.8	97	46.55	289.7	106	24.62	269.1	126	12.11	5.8	3	1.57	2	1
WI	153	510	349-3112	0	0	0	159.5	103	27.12	275.5	90	23.42	176.7	126	7.95	10.1	2	2.73	1	1
KY	71	415	414-5422	0	0	0	104	92	17.68	197	125	16.75	110.1	123	4.95	14.6	8	3.94	0	0
MA	66	415	416-7393	0	0	0	116.4	98	19.79	95.6	74	8.13	181.5	94	8.17	10.5	3	2.84	3	0
ND	101	415	395-1380	0	0	0	217.7	118	37.01	231.7	128	19.69	185.3	128	8.34	0	0	0	3	0
VT	116	415	408-4911	0	0	0	129.4	84	22	157.3	89	13.37	215.5	77	9.7	13.3	3	3.59	0	0
VA	112	408	380-5667	0	1	29	198.8	122	33.8	238.6	114	20.28	289.5	69	13.03	11.5	5	3.11	1	0
WY	90	415	359-9992	0	0	0	246.4	83	41.89	160.3	88	13.63	170.9	99	7.69	7.6	7	2.05	1	0
NY	112	415	391-1737	0	0	0	174.3	123	29.63	140.2	124	11.92	215.4	89	9.69	9	6	2.43	4	1
NC	85	510	404-2871	0	0	0	183.4	111	31.18	168.8	98	14.35	199.7	97	8.99	9.9	4	2.67	4	0
OH	114	415	369-4012	0	0	0	187.8	109	31.93	154.6	97	13.14	213.9	102	9.63	10.1	3	2.73	2	0
WY	157	415	348-9938	1	0	0	180.4	123	30.67	194	98	16.49	227.3	88	10.23	8.4	5	2.27	0	0
OR	51	510	394-3023	0	0	0	51.8	107	8.81	230.2	104	19.57	227.5	118	10.24	10.4	4	2.81	2	0
NV	42	415	352-5466	0	0	0	303.9	106	51.66	232.2	54	19.74	147.1	76	6.62	5.8	3	1.57	1	1
OR	112	510	396-6462	0	0	0	206.2	122	35.05	164.5	94	13.98	140.3	101	6.31	12.6	7	3.4	3	0
ND	56	510	384-5335	0	0	0	164.3	92	27.93	233.7	107	19.86	187.3	104	8.43	11.8	1	3.19	2	0
NJ	53	408	416-6886	0	0	0	228.6	117	38.86	132.8	123	11.29	227.2	124	10.22	10.1	2	2.73	9	1
WV	64	415	357-2748	0	1	22	200.4	80	34.07	131.1	84	11.14	230.7	67	10.38	7.6	5	2.05	1	0
ID	68	510	403-9199	0	1	30	122.9	93	20.89	233.5	91	19.85	199.5	144	8.98	9.6	2	2.59	2	0
CT	40	510	361-1900	1	0	0	220.8	100	37.54	265.7	106	22.58	212.8	94	9.58	6.4	3	1.73	0	0
CT	120	408	344-1136	1	0	0	202	123	34.34	184.3	78	15.67	176	89	7.92	7.4	2	2	2	1
SC	161	510	343-2592	0	0	0	297.9	141	50.64	238.1	107	20.24	240.5	93	10.82	8.9	5	2.4	1	1
MT	130	408	347-3821	0	1	19	152.9	87	25.99	213.2	99	18.12	205.3	114	9.24	10.8	6	2.92	2	0
NE	139	415	346-5349	0	1	25	138.3	96	23.51	80.6	79	6.85	163.7	83	7.37	8.3	8	2.24	0	0
IN	57	415	345-5089	0	0	0	189.3	157	32.18	174.9	70	14.87	221.9	117	9.99	11.2	5	3.02	3	0
CO	128	510	410-4613	0	0	0	199.3	86	33.88	194.8	102	16.56	298.2	82	13.42	14.3	2	3.86	4	0
OK	177	408	333-9133	0	0	0	175.4	99	29.82	155.3	83	13.2	179.4	86	8.07	11.5	3	3.11	1	0
SD	121	415	392-2459	0	0	0	179.4	70	30.5	143	93	12.16	116.3	113	5.23	11.2	5	3.02	1	0
SC	99	510	401-3685	1	1	39	126.8	94	21.56	293.6	115	24.96	174.1	91	7.83	8.4	4	2.27	0	0
NY	126	415	352-7752	1	0	0	239.7	87	40.75	281.7	92	23.94	183.5	113	8.26	11.4	1	3.08	1	1
NY	77	415	388-9285	0	1	33	143	101	24.31	212.2	102	18.04	104.9	120	4.72	15.3	4	4.13	5	1
WV	21	415	332-5582	0	0	0	91.9	109	15.62	198.4	111	16.86	171.7	125	7.73	13	7	3.51	2	0
MN	81	510	375-2522	0	0	0	145.6	59	24.75	287.9	131	24.47	181.7	121	8.18	9.2	4	2.48	2	0
TX	139	510	388-2240	1	1	31	203.5	82	34.6	200.3	72	17.03	214	112	9.63	13.4	6	3.62	1	1
DE	183	415	384-8890	0	1	8	86.5	119	14.71	285.2	97	24.24	180.4	133	8.12	8.7	2	2.35	2	0
WI	165	408	360-5636	0	0	0	156	88	26.52	276.1	81	23.47	175.9	94	7.92	9.3	5	2.51	1	0
WI	89	415	373-4264	0	0	0	326.3	112	55.47	165.1	110	14.03	162.9	97	7.33	7.5	1	2.03	1	1
NJ	59	510	352-9836	0	0	0	195	58	33.15	198.5	88	16.87	304.3	110	13.69	14.8	9	4	0	0
IL	16	415	342-2013	1	0	0	110	91	18.7	147.3	75	12.52	190.5	73	8.57	6.4	7	1.73	0	0
IA	113	510	335-8427	0	0	0	156	141	26.52	256.8	72	21.83	175.3	123	7.89	11.9	5	3.21	2	0
GA	120	408	409-6753	0	0	0	98.2	99	16.69	186.7	85	15.87	146.7	96	6.6	9.3	4	2.51	2	0
CA	37	510	328-8980	0	0	0	239.9	120	40.78	261.6	88	22.24	207.1	88	9.32	8.9	4	2.4	2	1
CO	132	415	379-9524	0	0	0	197.8	66	33.63	133.9	119	11.38	177.3	94	7.98	10.9	3	2.94	4	1
KY	38	408	352-9947	0	1	36	115.4	98	19.62	166.2	83	14.13	184.7	79	8.31	15.2	6	4.1	2	0
MT	97	415	416-7013	0	1	15	117.6	97	19.99	196.3	126	16.69	157.4	113	7.08	6.4	3	1.73	1	0
KY	55	415	345-4551	0	1	28	105.3	82	17.9	197.4	109	16.78	187.5	91	8.44	8.6	6	2.32	2	0
WV	75	415	405-9864	0	0	0	111.7	121	18.99	237.3	119	20.17	253.5	110	11.41	13.1	6	3.54	1	0
ID	83	415	350-4297	0	0	0	159.3	104	27.08	202.3	98	17.2	229	73	10.31	9.5	3	2.57	2	0
MN	40	510	350-7114	0	0	0	81.7	123	13.89	210.2	108	17.87	212	64	9.54	11.3	3	3.05	6	1
SD	183	415	372-2990	0	1	31	171.2	104	29.1	193.6	74	16.46	196.5	85	8.84	10.2	4	2.75	1	0
KY	80	415	330-3008	0	0	0	220	114	37.4	207.7	76	17.65	168.4	137	7.58	12.1	3	3.27	2	0
ID	88	415	384-8629	0	0	0	55.6	65	9.45	242.7	121	20.63	176.3	134	7.93	11.3	4	3.05	0	0
NY	112	415	404-9504	0	1	23	286.6	79	48.72	315.3	102	26.8	193.9	101	8.73	10.3	6	2.78	1	0
ID	92	415	394-4260	0	0	0	197.2	113	33.52	242.3	116	20.6	192	76	8.64	11	5	2.97	2	0
NM	118	510	395-4509	0	0	0	205.2	115	34.88	184.8	137	15.71	176.1	115	7.92	7	6	1.89	0	0
ID	82	510	405-7204	0	1	34	232.6	121	39.54	153.2	115	13.02	286.7	77	12.9	4.7	3	1.27	3	0
GA	131	408	380-9879	0	0	0	197	79	33.49	201	114	17.09	151.2	111	6.8	11.6	5	3.13	1	0
AL	125	408	384-9243	0	0	0	169.3	90	28.78	156	138	13.26	210.8	106	9.49	11.6	6	3.13	2	0
TN	129	408	352-4534	0	0	0	101.4	145	17.24	249.1	116	21.17	157.6	107	7.09	7.1	6	1.92	1	0
VT	142	415	378-4617	0	0	0	232.5	74	39.53	181.8	142	15.45	203.1	86	9.14	10.4	6	2.81	4	0
MD	130	415	364-9567	0	1	45	174.5	120	29.67	217.5	95	18.49	220.3	67	9.91	12.2	2	3.29	1	0
FL	119	415	345-7117	0	0	0	109.2	96	18.56	153.1	80	13.01	240	102	10.8	9.8	5	2.65	2	0
NE	92	415	386-2759	0	0	0	181.4	98	30.84	164.5	98	13.98	171	110	7.69	10.9	4	2.94	2	0
WY	146	415	356-1270	0	1	11	180.7	82	30.72	173.7	90	14.76	231.5	89	10.42	10.1	4	2.73	2	0
OR	125	408	379-1336	0	1	32	96.5	109	16.41	145.8	109	12.39	174.4	82	7.85	9.4	2	2.54	1	0
IN	88	415	354-7201	0	0	0	183.5	93	31.2	170.5	80	14.49	193.8	88	8.72	8.3	5	2.24	3	0
WA	48	510	328-1373	0	0	0	149.2	146	25.36	161.9	109	13.76	197.9	109	8.91	8.3	2	2.24	3	0
MS	189	415	411-6501	0	0	0	227.8	124	38.73	169.5	112	14.41	201.1	91	9.05	5.6	4	1.51	3	0
WV	84	408	369-1220	0	0	0	146.8	133	24.96	171.7	73	14.59	234.5	69	10.55	9.9	3	2.67	1	0
MA	96	415	359-9369	0	0	0	173.9	111	29.56	287.4	105	24.43	204.8	91	9.22	9.1	7	2.46	1	0
TN	123	415	415-3016	0	1	34	305.2	80	51.88	156.5	109	13.3	280	81	12.6	13.2	7	3.56	1	0
ID	116	510	414-7090	1	1	29	162.3	91	27.59	279.3	79	23.74	192.7	131	8.67	11.7	2	3.16	3	1
MT	157	408	417-3257	0	0	0	240.2	67	40.83	153	98	13.01	249	72	11.21	10.2	6	2.75	2	0
IN	141	415	354-7718	0	1	39	116.9	127	19.87	276.5	88	23.5	289.9	125	13.05	12.3	2	3.32	0	0
MD	79	415	358-4412	0	1	17	236.7	95	40.24	263.5	56	22.4	259.6	107	11.68	12	4	3.24	1	0
WA	111	510	407-9841	0	0	0	152.2	114	25.87	137.2	102	11.66	185.9	97	8.37	9.8	3	2.65	0	0
AZ	138	415	332-3381	0	0	0	87.6	112	14.89	266.9	107	22.69	214.6	104	9.66	9.8	10	2.65	2	0
NE	103	408	347-2378	0	0	0	160.8	91	27.34	155.8	82	13.24	254.3	103	11.44	8.5	3	2.3	1	0
MT	143	408	385-2699	0	1	22	141.8	116	24.11	167.3	99	14.22	178.1	130	8.01	7.8	3	2.11	1	0
NV	89	415	352-7915	0	0	0	134.9	59	22.93	156	152	13.26	197.5	112	8.89	10.2	5	2.75	1	0
CA	120	415	375-5547	0	0	0	252.1	110	42.86	226.1	103	19.22	155.6	83	7	13.8	3	3.73	1	0
UT	121	415	337-2348	0	1	41	215.5	95	36.64	241.8	92	20.55	147	108	6.61	9.6	3	2.59	1	0
IL	101	415	342-8702	0	0	0	124.8	66	21.22	257.2	85	21.86	193.2	115	8.69	13.4	4	3.62	0	0
VT	43	408	331-8713	0	0	0	135.8	125	23.09	163.2	88	13.87	229.8	106	10.34	12.6	3	3.4	0	0
UT	117	510	341-3663	0	1	20	205.7	98	34.97	136.1	107	11.57	159.4	147	7.17	8.7	3	2.35	2	0
VA	44	408	356-4146	0	0	0	204.6	117	34.78	205.2	94	17.44	164.6	84	7.41	10.7	5	2.89	0	0
MA	127	510	336-1880	0	1	19	129.7	115	22.05	160.8	101	13.67	265	63	11.93	12.2	3	3.29	2	0
IL	151	415	347-5843	1	0	0	198.7	70	33.78	209.5	106	17.81	281.9	126	12.69	12.4	4	3.35	0	0
LA	53	415	370-8023	0	0	0	145.1	116	24.67	233.7	82	19.86	208.7	95	9.39	7.9	5	2.13	2	0
MO	15	415	417-9814	0	0	0	135.2	101	22.98	152.5	79	12.96	224.8	83	10.12	8.4	5	2.27	2	0
NJ	57	510	330-2635	1	0	0	115	65	19.55	122.3	96	10.4	245	75	11.03	6.4	1	1.73	0	1
WA	184	408	344-3131	0	0	0	151.7	93	25.79	178.5	77	15.17	229.1	111	10.31	13.1	8	3.54	2	0
AR	109	510	378-4294	0	0	0	153.1	102	26.03	234.1	77	19.9	329.2	74	14.81	9.9	9	2.67	3	0
WA	82	510	362-5579	0	0	0	265.2	122	45.08	178.7	102	15.19	174.7	90	7.86	10.7	9	2.89	2	0
CO	92	415	408-3262	0	0	0	184.7	60	31.4	262	73	22.27	239.5	120	10.78	12.3	6	3.32	2	1
CO	81	408	372-9091	0	0	0	115.3	99	19.6	224.7	117	19.1	152.5	98	6.86	18	2	4.86	1	0
RI	125	408	410-3159	0	0	0	113	108	19.21	169.2	107	14.38	156.6	61	7.05	9.2	5	2.48	2	1
CT	119	408	344-5181	0	0	0	294.2	100	50.01	232.5	53	19.76	195	64	8.78	9	1	2.43	0	1
NC	122	415	396-8662	0	0	0	215.6	86	36.65	167.8	59	14.26	207	67	9.32	6.4	8	1.73	3	0
WY	34	408	339-6446	0	0	0	128.8	80	21.9	208.7	93	17.74	202.1	103	9.09	14	7	3.78	1	0
FL	90	415	353-5257	0	1	24	71.2	82	12.1	181.6	103	15.44	186.9	111	8.41	12.9	1	3.48	1	0
KY	73	408	369-7295	0	0	0	94.9	121	16.13	253.2	83	21.52	175.1	86	7.88	14.2	2	3.83	2	0
WA	120	408	344-9620	0	1	28	215.8	123	36.69	285.2	76	24.24	192.1	78	8.64	6.9	3	1.86	1	0
PA	141	510	414-6739	0	0	0	146.5	121	24.91	169.9	125	14.44	238.8	112	10.75	8.2	5	2.21	0	0
MA	90	408	406-1730	0	0	0	157.9	72	26.84	234	93	19.89	210	86	9.45	12.2	5	3.29	2	0
IL	79	408	412-6019	1	0	0	103.5	134	17.6	319.3	111	27.14	239.9	124	10.8	8.4	4	2.27	2	0
AR	87	408	390-4789	0	0	0	185.8	119	31.59	192.3	83	16.35	200	96	9	6.6	4	1.78	1	0
MD	102	415	386-9774	0	0	0	129.5	56	22.02	354.2	118	30.11	145.5	93	6.55	10.9	3	2.94	1	0
WA	118	510	422-2571	0	0	0	113	80	19.21	150.1	87	12.76	204.3	115	9.19	10.8	4	2.92	2	0
TN	120	415	412-3404	0	0	0	185.7	133	31.57	235.1	149	19.98	256.4	78	11.54	16.9	6	4.56	0	0
DC	115	510	406-6669	0	1	29	222.6	81	37.84	190.3	109	16.18	201.2	87	9.05	11.5	2	3.11	1	0
MN	61	415	409-8802	0	0	0	197.3	67	33.54	264.5	106	22.48	210.5	116	9.47	9	6	2.43	1	0
KS	110	510	354-2434	0	0	0	208	69	35.36	95.1	94	8.08	178.5	129	8.03	8	11	2.16	1	0
ND	104	415	389-7620	0	0	0	118.5	92	20.15	177.8	109	15.11	255.7	98	11.51	12.1	4	3.27	1	0
MT	16	510	338-1724	0	0	0	153.2	65	26.04	229.7	90	19.52	148.2	94	6.67	10.7	8	2.89	1	0
IL	183	510	399-1750	0	0	0	108.3	87	18.41	183.6	116	15.61	176.6	109	7.95	13.5	2	3.65	0	0
DC	147	408	354-8914	0	0	0	168.6	92	28.66	187.7	107	15.95	216.5	95	9.74	14.4	8	3.89	2	0
TN	123	415	337-8950	0	0	0	166.9	98	28.37	221.8	77	18.85	243.9	114	10.98	12.8	4	3.46	3	0
OR	97	415	417-2774	0	0	0	146	121	24.82	203	141	17.26	151.8	120	6.83	13.3	2	3.59	1	0
MS	131	415	333-9002	0	0	0	131.6	95	22.37	179.3	109	15.24	251.2	129	11.3	15.5	3	4.19	1	1
ME	57	415	369-8576	0	1	33	193.4	105	32.88	231.6	79	19.69	226.2	90	10.18	11.1	11	3	2	0
DC	66	415	410-1190	0	0	0	146.4	107	24.89	196.5	99	16.7	230.1	106	10.35	7.8	2	2.11	1	0
NY	123	415	329-6731	0	0	0	123.2	104	20.94	190	117	16.15	170.3	95	7.66	12.9	5	3.48	4	1
OK	63	415	388-7355	0	0	0	128.7	78	21.88	240.8	133	20.47	237.7	121	10.7	12.8	6	3.46	1	0
GA	64	510	412-7791	0	0	0	216.9	78	36.87	211	115	17.94	179.8	116	8.09	11.4	5	3.08	3	0
NJ	96	510	368-6111	0	0	0	150	122	25.5	218.5	116	18.57	212.4	89	9.56	9.8	1	2.65	3	0
MN	53	415	401-9420	0	0	0	164.1	106	27.9	206	56	17.51	194.7	124	8.76	11.4	2	3.08	1	0
ME	105	510	352-5750	0	0	0	212	113	36.04	226.6	128	19.26	193.6	114	8.71	8.9	7	2.4	3	0
MI	53	510	417-3702	0	1	37	167.3	99	28.44	194.7	99	16.55	236.7	112	10.65	12	9	3.24	2	0
MT	101	415	353-5714	0	0	0	154.4	130	26.25	217.2	101	18.46	185.4	52	8.34	13.9	4	3.75	1	0
ND	122	408	395-1901	0	0	0	231.2	141	39.3	267.8	136	22.76	240.3	100	10.81	8.8	5	2.38	1	1
VA	163	415	378-8342	0	0	0	202.9	100	34.49	178.6	46	15.18	203.8	116	9.17	12.8	3	3.46	5	0
OH	115	510	348-1163	1	0	0	345.3	81	58.7	203.4	106	17.29	217.5	107	9.79	11.8	8	3.19	1	1
AL	25	408	337-4600	0	0	0	264.9	80	45.03	281.2	66	23.9	166.1	80	7.47	8.4	4	2.27	1	1
DC	73	408	355-5922	0	0	0	122	92	20.74	138.3	114	11.76	224.2	128	10.09	5.8	5	1.57	1	0
TN	196	415	340-8291	0	0	0	133.1	80	22.63	206.5	120	17.55	221.6	96	9.97	10.3	8	2.78	1	0
DE	97	510	354-7397	0	0	0	225.1	90	38.27	279.5	127	23.76	233.8	103	10.52	8.8	4	2.38	0	1
AL	85	408	386-6411	0	1	30	173.1	107	29.43	247.2	101	21.01	158.7	104	7.14	11.5	5	3.11	1	0
OK	86	510	397-3746	1	0	0	162.4	131	27.61	167	102	14.2	128.9	118	5.8	11.4	2	3.08	2	1
MS	78	415	410-5236	0	1	13	281.2	93	47.8	178.2	101	15.15	244.2	129	10.99	6.4	5	1.73	2	0
MD	106	415	409-2412	0	0	0	208.3	89	35.41	169.4	67	14.4	102	90	4.59	15.9	4	4.29	3	0
NE	147	415	400-7280	0	1	38	243.4	126	41.38	273.8	109	23.27	282.9	91	12.73	14.1	8	3.81	2	0
AR	145	415	332-5820	0	0	0	224.2	89	38.11	314.9	121	26.77	182.9	121	8.23	16.1	3	4.35	1	1
IN	81	408	347-6717	0	1	46	168.3	124	28.61	270.9	103	23.03	222.5	98	10.01	6.7	2	1.81	4	0
UT	116	415	380-2929	0	1	24	232.9	90	39.59	152.1	94	12.93	344.3	82	15.49	10.7	6	2.89	1	0
ID	135	510	380-6437	0	0	0	154.4	130	26.25	203.8	90	17.32	158.7	59	7.14	11.8	3	3.19	0	0
KY	73	510	377-8309	0	0	0	234.7	102	39.9	195.7	110	16.63	253.4	71	11.4	8.4	8	2.27	2	0
WV	100	415	381-3735	0	0	0	166	102	28.22	236.1	97	20.07	134.3	93	6.04	10.9	4	2.94	1	0
OR	165	415	409-8453	0	1	33	111.6	140	18.97	213.3	111	18.13	267.6	115	12.04	16	3	4.32	0	0
SD	64	415	395-6758	0	0	0	174.5	98	29.67	180.2	103	15.32	179	89	8.06	10.7	2	2.89	2	0
MD	116	510	399-5424	1	1	27	175.5	137	29.84	210.6	60	17.9	294.8	121	13.27	6.9	5	1.86	1	0
ND	147	408	409-4671	1	1	35	157.5	109	26.78	189.6	67	16.12	227	76	10.22	11.1	2	3	3	1
TN	115	415	374-6525	0	0	0	206.2	113	35.05	176.4	102	14.99	297.1	119	13.37	11	7	2.97	1	0
MO	84	415	406-8665	0	1	35	207.5	138	35.28	201	116	17.09	164.5	107	7.4	7.5	16	2.03	4	0
IL	86	510	342-7716	0	1	16	144.8	105	24.62	206.2	111	17.53	255.4	117	11.49	11.6	2	3.13	4	0
MI	105	415	376-5213	0	0	0	226.9	106	38.57	182.2	77	15.49	203.9	107	9.18	11.6	2	3.13	0	1
AR	88	408	348-7448	0	0	0	152.9	119	25.99	171.2	107	14.55	257	106	11.57	12	5	3.24	2	0
TX	90	408	328-8179	0	1	27	156.7	51	26.64	236.5	118	20.1	123.2	111	5.54	12.6	6	3.4	2	0
